Majority protein IDs,Protein names,Gene names,Peptides,Sequence coverage [%],Azaguanine_1,Raltitrexed_1,Topotecan_1,Floxuridine_1,Nutlin_1,Dasatinib_1,Gefitinib_1,Vincristine_1,Bortezomib_1,Azaguanine_2,Raltitrexed_2,Topotecan_2,Floxuridine_2,Nutlin_2,Dasatinib_2,Gefitinib_2,Vincristine_2,Bortezomib_2,Azaguanine_3,Raltitrexed_3,Topotecan_3,Floxuridine_3,Nutlin_3,Dasatinib_3,Gefitinib_3,Vincristine_3,Bortezomib_3
Q8IUW5;D6RBN9,RELT-like protein 1,RELL1,6,34.3,0.935020237,1.048949692,0.939143991,0.834552446,1.085960033,0.842499259,1.050499622,0.887753072,0.793405063,1.139640723,1.058657882,1.115453096,1.047178149,1.296960436,1.036873071,1.112641843,1.031811102,1.005510101,1.019226476,0.966798525,1.104081539,0.92188736,1.303689355,0.921204471,1.045258141,0.98689054,0.87995824
Q99442;F8WF48;F8WCJ7,Translocation protein SEC62,SEC62,15,34.3,1.067380709,0.999930794,1.275556563,1.115580839,1.727930951,1.421845829,1.135686214,1.231212843,1.229637358,0.957486909,0.965642097,1.225181922,1.04204256,1.225409764,1.201348845,0.967964812,1.003140561,0.985257638,1.010820903,0.953834377,1.142234911,0.978289472,1.2625769,1.350415412,1.283214413,0.961110135,0.882494906
Q9UH99;Q9UH99-3;Q9UH99-2;B0QY60;B0QY63;B0QY64;B0QY68;B0QY66;B0QY69;B0QY65;H0Y686;B0QY67,SUN domain-containing protein 2,SUN2,17,34.3,1.06080893,1.002613643,1.352132201,1.609448375,1.387153155,1.418349955,0.977271704,1.433864779,1.405307272,1.088318644,0.831239642,1.02008675,0.788270456,1.167739168,0.839241753,0.828453661,0.835243503,1.1250313,1.096308472,0.950716144,0.914871464,0.901787859,1.107583348,1.024645009,1.01900124,1.007402165,1.056293902
Q9C0B0;K7EQ93;K7EIZ1;K7EQJ1;K7EMB1;K7ELF5,RING finger protein unkempt homolog,UNK,23,34.3,0.959886519,1.063970814,1.00900866,1.035770755,1.140396269,1.071923771,1.057597825,0.994122792,0.830785017,0.999402372,1.004361684,0.985644425,1.010270157,0.959349851,0.974594862,0.987623118,1.066049593,0.796628804,1.050251393,0.903038118,0.963982761,0.952066566,0.91611613,0.873940226,0.88915681,0.882679471,0.760269949
Q8TAA9-2;Q8TAA9,Vang-like protein 1,VANGL1,15,34.3,0.907992073,0.944396608,0.740372093,0.895934133,0.809397407,0.740698805,1.037241181,0.778250502,0.685553923,0.834757834,0.995835119,0.830423979,0.854705189,0.799714661,0.683469208,0.900513693,0.958586562,0.71095569,0.965846155,0.950036475,0.797259108,0.96619321,0.869892999,0.857969328,1.141987794,0.855829834,0.714313195
Q5MNZ6;I3L4S6;I3L4L8;I3L1D0;I3L3A5,WD repeat domain phosphoinositide-interacting protein 3,WDR45B,10,34.3,1.142540658,1.001654428,1.001157381,0.938902776,0.981014436,0.882158402,0.941887884,1.00697668,0.913062713,0.830113795,0.742385152,0.672181165,0.833400552,0.721673866,0.698728606,0.732659934,0.710168015,0.729622586,1.037182348,1.067190386,1.055269672,1.080542133,1.056069312,0.850511216,0.934748692,0.994266648,1.140997343
Q01831;Q01831-2;E7EUB5;Q01831-3,DNA repair protein complementing XP-C cells,XPC,32,34.3,1.019793322,1.223447521,1.608557802,1.186574845,1.893983427,0.937987633,1.004093569,1.034326987,0.872238481,1.143149837,1.350753542,1.674467403,1.246245814,2.013001942,0.970691835,1.04314986,1.043901018,0.989329122,1.040894913,1.260827911,1.565419826,1.148269773,1.835035552,0.965628679,0.973410504,1.057697807,0.89420915
P51648;P51648-2;J3QRD1;I3L1M4;J3QS00;J3KTG1;C9JGJ2;I3L0X1;J3QKK9;J3QQV9;I3L4G6;J3KTD9;I3L2W1;K7EN73;C9JKT2;C9JMC5;I3L3I9;A8MYB8;E9PNN6;P43353-2;P30838;P43353,Fatty aldehyde dehydrogenase,ALDH3A2,19,34.2,0.847214086,0.983758064,1.114458683,0.893825092,1.201139246,1.038505761,1.045560765,0.790714604,0.712215503,0.852012015,0.959684651,1.277738458,0.914581108,1.294550223,1.1432807,1.003384407,1.00936705,0.73373027,0.932163389,0.970964351,1.20939113,0.97879464,1.354689225,1.202764451,1.120174046,0.931600412,0.763232175
Q9Y6D5,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,ARFGEF2,55,34.2,0.85431964,0.98706961,1.017286341,1.017412205,1.236948531,1.127202303,0.999219894,1.045798419,0.943342789,0.845850283,0.955113507,0.932613006,0.913850008,1.157537961,0.928621155,0.929762669,0.97702366,0.830263123,0.912201961,0.967693053,1.048740775,1.016965163,1.228662141,1.087030924,1.024214693,1.043344659,0.934869147
Q9NYM9;H7BXT7;E9PQJ6;E9PHY4;A0A0C4DH16;B8ZZS0,BET1-like protein,BET1L,3,34.2,0.950185587,1.002603595,1.178447427,1.053062826,1.025833718,1.008261636,1.1171029,0.894369272,0.728143341,0.953148018,0.885492337,1.011478105,0.947852337,0.948445144,1.086316367,0.974009686,1.000701633,0.778242919,1.251215856,1.060107276,1.31997035,1.14726518,1.179900237,1.138183273,1.335210749,1.020670681,0.651609485
P33552,Cyclin-dependent kinases regulatory subunit 2,CKS2,4,34.2,1.15367621,0.956746946,0.911795876,0.835836075,0.609853231,0.642113528,0.697191131,0.965849134,1.64970191,1.262317622,1.136760608,1.381691638,1.072847506,0.890566019,0.924684965,1.024306992,1.240702131,2.425109237,1.319309047,0.80945318,1.21497549,0.648058418,0.820211622,0.621984994,0.639360698,0.741741038,1.947666158
X6R5Z6;Q5JTJ3-3;Q5JTJ3;Q5JTJ3-2,Cytochrome c oxidase assembly factor 6 homolog,COA6,6,34.2,1.423530596,1.324189047,1.20807903,1.068121913,1.060242085,1.434335119,1.169764585,1.021560362,1.160529987,1.008102447,0.981948148,0.905898458,0.656509516,0.660564583,0.757196055,0.856936378,0.855602911,0.83183314,1.259044678,1.063618405,1.008473849,0.80932953,0.835811406,0.984876597,0.784572934,0.665472527,0.733280827
Q8N668;Q8N668-2;E9PE85;H7C169,COMM domain-containing protein 1,COMMD1,5,34.2,0.992017887,0.98783235,0.735111764,0.952930782,0.810898831,0.954426987,0.909318781,0.904376402,0.825224604,0.777014436,0.653811211,0.597740123,0.76048297,0.60035152,0.836468928,0.698879564,0.71523338,0.598088347,1.06012006,1.043444449,0.760097099,1.013676144,0.879618649,1.052640461,0.824984054,0.991953989,0.891180503
I3L0E3;Q9Y2R5;E9PE17,"28S ribosomal protein S17, mitochondrial",hCG_1984214;MRPS17,6,34.2,0.885160117,0.98586656,0.832386438,0.891035513,0.681856829,0.84357411,1.0338174,0.767868102,0.834144323,0.908132249,0.855477698,1.071621028,0.902872648,0.825426439,0.992321596,0.849530857,0.989482824,0.643906758,1.136803371,0.992108445,0.901942689,0.931420433,0.875807012,2.067332421,1.465615198,2.762629165,0.698723159
A0A087WUK2;O14979,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,13,34.2,1.13991119,0.88249128,0.915199292,1.009174918,0.943223937,0.788095122,0.928390093,0.950701876,0.843320722,1.191355042,0.940021477,0.788446174,1.015257232,0.982398845,0.941043776,1.07911661,1.023964785,0.910613943,1.211383699,0.902167694,0.960801078,1.096794887,1.010770946,0.879707679,0.88893866,1.108999162,0.907664249
Q92993-3;Q92993-4,Histone acetyltransferase KAT5,KAT5,15,34.2,1.160481641,1.001822892,1.111151322,1.088697582,0.988171759,0.878424608,0.951954286,1.024614013,1.66210165,1.060352137,0.969981641,1.131573853,1.006988693,0.952326806,0.87668808,0.894026264,1.040517161,1.617671852,1.026610486,0.950833379,0.977894198,1.008203944,0.982584762,0.915315538,1.092196269,0.967428615,1.640435906
Q9P206-2;Q9P206;Q9P206-4,Uncharacterized protein KIAA1522,KIAA1522,27,34.2,0.957795402,1.00315446,1.099685418,1.070560481,1.091418198,1.098889454,1.075576255,0.938590906,0.947193606,0.964262975,1.002732171,0.977333535,0.967623468,0.94087002,0.892984273,1.001818907,0.849482967,0.700351375,1.003766539,0.992937743,1.025699113,0.996120565,0.988832958,1.035353552,1.050118752,0.925229966,0.680975834
Q9H0V9;Q9H0V9-2;Q9H0V9-3;F8WB07;F8WEK5,VIP36-like protein,LMAN2L,11,34.2,1.137308205,1.009654283,1.124234217,1.04694064,1.055249097,1.104737971,0.981877733,1.045353559,0.938088706,1.241025046,1.081792934,1.171045794,1.252412936,1.19258852,1.220994801,1.121648891,1.047228881,1.082488029,1.128664496,1.051043836,1.077214256,1.063622499,1.032914358,1.106714084,1.016464989,1.089635826,0.88082772
Q9BYC9;I3L2X1;Q9BYC9-2,"39S ribosomal protein L20, mitochondrial",MRPL20,7,34.2,0.830680369,0.896868858,0.730064501,0.792781756,0.568233639,0.751985821,0.945429866,0.611988644,0.760921743,0.891459237,0.925917433,1.198265935,0.922139828,0.887413095,0.945881436,0.937591891,0.907790832,0.831547262,1.095339005,0.910674624,1.000964384,1.054960064,0.801378468,0.922530436,1.027506449,0.840834145,0.767927478
P53602;H3BP35;H3BQ47,Diphosphomevalonate decarboxylase,MVD,17,34.2,0.967199718,1.068186387,1.109008171,1.037654995,1.165342161,1.569182208,1.623965431,1.057516036,0.810092294,1.000598721,1.001481942,1.075307389,0.991281356,1.175019934,1.623207296,1.444250898,1.006191154,0.942550505,0.956461961,1.06596244,1.06939561,1.038066754,1.180037411,1.605154634,1.792666378,1.094506081,0.81382821
Q9H0A0;Q9H0A0-2;A0A087WV29;E9PMU0;E9PJN6,N-acetyltransferase 10,NAT10,33,34.2,1.026840722,0.974051431,1.084069736,0.953657608,0.822136201,0.909932358,0.936510546,0.929442021,0.925223009,0.971995508,0.998179526,1.061274705,0.999924956,0.741752712,0.846314193,0.947202396,0.865819226,0.925312976,0.92272208,0.970400561,0.959450054,1.001541437,0.750371324,0.91347946,0.905092426,0.903159445,0.932242265
P62166;P62166-2,Neuronal calcium sensor 1,NCS1,6,34.2,0.820592014,1.076648234,0.881211146,1.083194245,0.952952931,0.705576074,0.884814185,0.750118548,0.747847065,0.632903591,0.972834675,0.728980879,0.841680026,0.823762722,0.681265671,0.649692243,1.01303728,0.563114513,1.103186624,0.944911805,0.823134764,0.926105371,0.741434405,0.644556128,0.465721556,0.502960086,0.488379942
Q9NW61;K7ERW3;K7EIZ3;K7ERH2;K7EIW9;REV__F5H0W1;REV__Q6NXN4;REV__Q6NUT2,Pleckstrin homology domain-containing family J member 1,PLEKHJ1,4,34.2,0.909165098,0.996614036,0.794984516,0.884468697,0.748377511,0.743376921,0.899564432,0.699006831,1.198407195,0.98253067,0.950021758,0.848481293,0.94605475,0.651660925,0.836369336,0.934094984,0.927951372,1.352455862,1.150972326,0.904700827,0.839473756,1.208548078,0.672911506,0.705876142,0.684318927,0.879323249,1.807449073
O95602;B9ZVN9,DNA-directed RNA polymerase I subunit RPA1;DNA-directed RNA polymerase,POLR1A,48,34.2,1.019810071,1.044149982,1.177547354,1.166870223,0.880297309,1.006218835,0.916130057,1.052727596,1.514897855,1.060788063,1.021958797,1.186425,1.093503551,0.837128877,0.838425291,0.939495334,1.005567335,1.545784525,1.001450512,0.95826481,1.123632869,1.050795699,0.821904547,0.936724382,0.921700841,1.008733099,1.541313637
O95758-1;O95758;O95758-5;O95758-4;O95758-7;X6R242;B1ALY4,Polypyrimidine tract-binding protein 3,PTBP3,15,34.2,0.943901422,0.969649093,0.658841659,0.888982668,1.066423169,0.830052077,0.949563675,0.832600324,0.853986679,0.847201709,0.872156242,0.622055622,0.876502153,0.993917056,0.786775712,0.89781514,0.840008729,0.750047517,0.888483175,0.984406235,0.713147815,0.953820849,1.120504403,0.895338183,1.004365454,0.94826622,0.835327321
Q15637-5,Splicing factor 1,SF1,18,34.2,1.169592117,1.034289746,1.034035074,1.027378414,1.007614238,0.97619645,0.992662579,1.074396909,1.0428968,1.13563755,0.98472337,1.039205538,1.064583051,1.056711041,0.969479269,1.023009131,0.970691386,1.140515017,1.056453222,0.998254213,0.934388696,0.982061144,1.00503949,0.93404938,0.908912012,0.974179286,0.992523273
Q6PI78,Transmembrane protein 65,TMEM65,8,34.2,1.024145027,0.995765305,1.115825895,1.045634135,1.155126735,0.949392554,1.015694084,1.019192921,0.915077119,1.112664303,1.059476807,1.024004557,1.159702388,1.254122805,1.093437243,1.178719327,1.152690082,0.975394589,1.238525006,1.151246379,1.167738828,1.202782193,1.387272129,1.128815016,1.192791915,1.313543499,1.133908526
G3V2U7;P07311;G3V3F8;G3V597;P07311-2,Acylphosphatase;Acylphosphatase-1,ACYP1,5,34.1,0.973376318,1.102437719,1.073874475,0.869089495,0.761895038,0.935656296,0.980301723,0.87730342,0.591571713,0.971426759,1.104088817,1.079295768,0.936075048,0.815544902,1.177893908,1.015236385,0.956505075,0.729884927,1.07364915,1.134235589,1.126045458,0.887576227,0.798367095,1.007438736,0.949673706,0.853393338,0.56342537
Q9NQW6;Q9NQW6-2;H7C3S1;H7C1K5;H7C1C2;H7C167;C9JJT6;H7C0Y6,Actin-binding protein anillin,ANLN,36,34.1,0.766264519,1.693311404,0.460424367,1.016572683,0.370339308,0.557692582,0.374281122,1.366036018,1.755505834,0.757887632,1.652668819,0.41469528,0.900464596,0.262122954,0.441834332,0.342172514,1.275707651,1.746961838,0.787940293,1.555388086,0.443978376,0.953326382,0.356690233,0.640079273,0.443071677,1.313611666,1.621662162
Q9ULI0-2;Q9ULI0;H7BYF1;C9JG15;C9J1G9,ATPase family AAA domain-containing protein 2B,ATAD2B,46,34.1,0.801857553,0.891351389,0.757946348,1.054416763,0.981850386,0.867344156,0.949054209,0.94411342,1.142347782,0.799434789,0.855869801,0.740328455,0.912826445,0.946132529,0.742904815,0.864413399,0.858891104,0.908218946,0.766471421,0.845651418,0.696808881,0.965994859,0.989355371,0.835204985,0.927023344,0.8638897,1.065907283
Q08AD1-2;Q08AD1-3;Q08AD1;H0Y4Z1,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,45,34.1,0.949347062,1.01682432,0.875679834,1.077740335,1.01832317,0.986329645,0.951124187,0.995890539,1.205082947,0.92915148,1.01152439,0.830195622,0.992538758,1.067036509,0.872079214,0.895801261,1.012464101,1.109994116,1.165502283,1.015657395,0.918249699,1.056760046,1.033824053,0.981115884,0.929414271,1.027095301,1.195947983
O15111;Q9UPZ9-2,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,25,34.1,1.065649918,1.091966814,1.198605717,1.084209738,1.326227441,1.174028887,1.107254392,1.184514168,0.925155326,1.048820641,1.023399498,1.102335322,1.056577998,1.23662168,1.100277596,1.020211703,1.108031295,0.953819997,1.013391854,1.03316736,1.10958121,1.049324229,1.210949428,1.014645001,0.959665336,1.054381559,0.911554952
Q14232;F5H0D0;Q14232-2;H0YGG4,Translation initiation factor eIF-2B subunit alpha,EIF2B1,14,34.1,1.134818938,0.9949236,1.191734628,0.960580591,1.15647452,1.071652964,1.022550732,1.043685187,0.817441291,1.136086881,1.162137643,1.241197132,1.179322739,1.196329936,1.390293062,1.219350751,1.069933371,0.884233673,1.06478445,0.978337714,1.133145476,1.016225021,0.998371872,1.046480388,1.090287485,0.931426136,0.764296604
O00178;B0QY59;F5H716;F5H257;H0YGA8;F8WAZ4,GTP-binding protein 1,GTPBP1,16,34.1,0.925904243,0.988731605,1.045934464,1.166814554,1.22788927,1.219923337,1.036213222,1.047678336,0.995749893,0.994393037,0.97804582,1.01475501,1.038449171,1.139301867,0.961124956,0.9778045,0.953114795,0.999634523,0.89393259,1.041612821,0.993867126,1.047988173,1.166369429,1.167165708,1.107183871,1.1120103,1.12922913
Q9Y5U9,Immediate early response 3-interacting protein 1,IER3IP1,2,34.1,2.367183503,1.340387756,2.06747826,1.990727016,1.451907351,1.731246501,1.637319126,1.205520691,1.648088592,0.886283483,1.017549884,1.045208678,0.704178212,1.103531636,0.798190692,1.079573405,0.878952661,0.761234775,0.499454727,0.839491626,0.68788105,0.624592776,0.574064267,0.62584842,0.558936297,0.48029536,0.585549678
Q96QG7;Q96QG7-2;E9PR67,Myotubularin-related protein 9,MTMR9,19,34.1,0.94080523,1.012336794,0.943842719,0.99698793,1.015091099,1.002286823,1.027263132,0.911046314,0.968284346,0.99397054,0.917838258,0.972854166,0.903022165,1.012159656,1.016226006,0.897723531,0.99468974,1.037149326,1.070936765,0.97038516,0.949992592,1.04089097,1.05026745,1.035228036,1.040569533,0.98421777,0.989307813
H3BM14;H3BM74;Q9Y5A7-2;Q9Y5A7;F8WDB6;C9JRT6;C9J7X7;H7C5E1;F8WDL9;H7C5N1,NEDD8 ultimate buster 1,NUB1,21,34.1,0.832627912,1.008901451,1.201015202,0.865902945,0.663155287,0.771719618,1.033762104,0.858758744,1.183796167,0.64659242,0.78606222,0.899548661,0.673856144,0.583235471,0.666566614,0.753502998,0.772877243,0.980034407,0.90772229,1.008334322,1.198119611,0.953096627,0.7382174,0.978899685,1.034524323,1.017633592,1.233956205
A0A0A0MSK2;P0DJ07;M0QZ55;M0QY33;M0QYU6;M0R2T5;M0R022,"Protein PET100 homolog, mitochondrial",PET100,2,34.1,0.925143629,1.002220461,0.689603678,0.860589306,0.647775286,0.839404868,0.752339675,0.759789499,0.569513919,0.837670121,0.922806096,0.739326848,0.786018594,0.594192891,0.995547067,0.753718025,0.72575362,0.576778612,1.017450093,1.007531962,0.691840443,0.839033441,0.56482302,0.862090236,0.659895071,0.72535506,0.547254716
Q96LA8;Q96LA8-2,Protein arginine N-methyltransferase 6,PRMT6,13,34.1,1.145289256,0.982602417,1.050857328,1.091304453,0.880964387,1.001351029,0.923317306,1.071482165,0.859034651,1.045965317,0.935017464,0.942309712,0.956059325,0.748789333,0.870250515,0.825725198,1.077487885,0.734713871,1.166287256,0.936666243,0.966614019,0.903410341,0.72152956,0.819036995,0.768702732,0.911728215,0.649011734
Q9H2M9;Q9H2M9-2;F8WDJ2;H7C4Y9,Rab3 GTPase-activating protein non-catalytic subunit,RAB3GAP2,46,34.1,0.828625381,0.998271602,0.923595621,1.038465679,1.095915609,1.11968641,1.031092446,0.970436575,0.996335099,0.814937994,0.915417504,0.859174186,0.937378982,1.046455512,0.988861825,0.941778334,0.994771888,0.829130198,0.841494332,0.968355831,0.907935854,1.017144546,1.123443289,1.13625688,1.021496284,1.032116901,0.836110807
C9JYS5;Q9NYZ1;J3QL63;J3QL47;A0A0A6YYB9;J3KS67;Q96ET8-2;Q96ET8-3;Q96ET8;C9JPH1;K7ENL4;K7EK95;E5RIS5;I3L376;E5RGC5,Golgi apparatus membrane protein TVP23 homolog;Golgi apparatus membrane protein TVP23 homolog B;Golgi apparatus membrane protein TVP23 homolog C,TVP23C;TVP23B;TVP23C-CDRT4,7,34.1,1.014602227,0.957123746,1.355367457,1.000046575,1.34142902,1.314903658,1.177566349,1.058191925,0.823751536,1.056059355,0.959941138,1.245822646,1.009990474,1.341770333,1.277972482,1.001588071,1.100393525,0.94465027,1.176672583,1.004252462,1.273232584,1.004486713,1.318206021,1.333176349,1.127043592,1.07610922,0.905024752
Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1,UFC1,8,34.1,0.885701729,0.991355732,0.898853015,0.927388151,0.905843732,0.92609385,1.005669278,0.860672876,0.807064319,0.877223494,0.874291544,0.78571868,0.915424822,0.825084699,1.008960014,0.911120184,0.828267736,0.747572599,1.082102595,1.040823446,0.929897098,1.078560763,0.906019596,1.028522823,0.946997126,1.077668903,0.837596828
A0A0A0MTB8;Q8NI36,WD repeat-containing protein 36,WDR36,25,34.1,1.071286653,0.98767515,1.077828236,1.013412321,0.807206967,0.878395828,0.979232372,0.958534731,1.232226085,1.03085962,0.960383442,1.115781972,0.960506453,0.880155355,0.873860026,0.939222511,1.039018733,1.169163514,1.032271383,0.986808949,1.073906332,1.009551773,0.950992171,0.905217344,0.984298581,1.084587396,1.177294311
A0A0U1RR06;Q9Y484;Q9Y484-3;Q9Y484-2;C9J471;A0A0U1RQR1;A0A0U1RQG6;A0A0U1RQM7;G8JLI5;C9JYH8;C9JBX7;C9J0A8;C9J5L0;C9J7Q8;C9JUS5;H0Y329;C9JE01;A0A0U1RRJ9;A0A0U1RR42;A0A0U1RQS7;C9JVT3;A0A0U1RRJ2;H7C4N7;A0A0U1RQJ7;H7C5B4,WD repeat domain phosphoinositide-interacting protein 4,WDR45,10,34.1,0.980695646,0.96310966,1.36450126,1.013266734,0.927059702,1.266846047,1.065404936,1.066642156,0.852211673,0.935025326,0.8591596,1.246321849,0.923149348,0.832634442,1.15986799,0.978761386,0.965710963,0.807721722,1.029248273,0.948874993,1.629415018,0.884251236,0.768362206,1.238390598,1.180242033,1.00216731,0.901366831
P23025;F2Z2T2,DNA repair protein complementing XP-A cells,XPA,5,34.1,1.220983175,0.960636486,1.106091145,1.022747583,0.858540326,1.147499875,0.978215525,1.269054499,0.916760593,0.707338638,0.419270554,0.397826232,0.445923947,0.314378987,0.442895275,0.442263276,0.378983775,0.380437464,0.831648767,1.018591226,0.946088166,0.884925615,0.615041016,1.015571183,0.952298138,1.00438838,0.781458534
O95365,Zinc finger and BTB domain-containing protein 7A,ZBTB7A,14,34.1,1.029325536,0.957921099,1.198718005,0.921293709,0.736745727,0.856013176,1.039750965,0.930030948,1.280022943,1.148951469,1.27413434,1.626015055,1.389580372,0.829798716,1.049021603,1.219424618,1.332661148,1.740984958,1.027384814,0.943427082,1.169576817,1.000414347,0.74534057,0.766163292,0.850232403,0.900406487,1.083213546
Q9H8M2;Q9H8M2-3;Q9H8M2-6;Q9H8M2-1;Q9H8M2-2;Q9H8M2-4;H0YBR9;H0YAW8;H0YBF1;C9JBY0,Bromodomain-containing protein 9,BRD9,14,34,1.020125457,0.953272149,1.282689472,0.96485222,0.869496813,0.895474377,0.91070874,1.101987549,1.12170125,0.986030251,0.977996741,1.271551111,0.945759784,0.810237846,0.730360613,0.916024694,0.97227614,1.065187879,0.967478723,0.978775712,1.365156019,0.971275291,0.82521287,0.814529555,0.893272287,1.029751905,1.321518388
H1UBN3;O95067;H0YMP3,G2/mitotic-specific cyclin-B2,CCNB2V;CCNB2,12,34,1.236215063,1.635922451,0.571973859,1.104145368,0.541373996,0.710762761,0.497313501,1.277677029,2.305744252,1.211191516,1.468499259,1.42399811,1.496031302,1.076411138,1.275923061,1.257635877,1.490619114,1.734889418,1.055272698,1.598444093,0.398749318,1.01873934,0.310731474,0.595723991,0.469075729,1.234713601,2.343543575
Q5JVZ5;Q96JJ3;Q96JJ3-3;H0YCM7;Q5JW01;Q5JVZ8;Q5JVZ4;H7C3P3;H7C0N5,Engulfment and cell motility protein 2,ELMO2,23,34,1.050127667,1.000486683,0.808222683,1.019253124,0.963270332,1.035621229,0.981122513,1.042116111,1.493799374,0.997125325,0.998212036,0.764918928,1.004425834,0.893039131,0.917504997,1.043447529,0.943581841,1.480509699,0.96322035,0.968568175,0.766723227,0.974836115,0.861671668,0.903620077,0.997553445,0.958316185,1.42036001
O14964;O14964-2;I3L1P5;I3L1E3;I3L165;I3L2H4;REV__H0Y8L4,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,31,34,0.905103066,1.002254712,0.999813353,0.928878488,0.879146453,0.906072482,0.987745759,0.882962329,0.756973403,0.961337796,1.06547694,0.991545667,1.012837104,0.985686475,1.038123742,0.993033123,1.025659531,0.74662132,0.958698891,1.014831281,1.060009036,0.964117184,0.967651534,0.999805584,0.92254588,0.931479191,0.713590001
P30464;P30484;A0A140TA13;A0A140T953,"HLA class I histocompatibility antigen, B-15 alpha chain;HLA class I histocompatibility antigen, B-46 alpha chain",HLA-B,10,34,0.925026906,1.101605517,1.065080968,1.100295576,1.449954912,0.830401292,0.956640824,0.853616841,4.1169742,0.596136895,0.938514,0.853432102,0.770709978,1.258974114,0.663479626,0.593844434,0.749504223,3.899816709,1.436357029,1.94347819,1.491073008,1.372545619,2.567497371,1.480987186,0.917737091,1.538888068,8.560909772
Q66K74-2;Q66K74;M0QXQ9;M0QY41;M0R1J2;M0R1M7;M0QZ50,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,26,34,1.005950976,1.014404296,1.077879521,1.088951139,1.021692647,0.971747075,0.950062784,0.915091778,0.905349556,1.005041103,0.976076365,1.11548286,0.896341346,0.860502088,0.834268723,0.814053011,0.872844122,0.94289682,1.111876773,1.027759086,1.105922362,1.04934885,0.933412792,0.98381129,0.912486182,0.883324632,0.917513188
Q9H814,Phosphorylated adapter RNA export protein,PHAX,12,34,1.259323769,1.028584002,1.207215947,1.006846408,0.881035925,0.765570303,0.904344227,0.929250689,1.315778442,1.39026113,1.144060326,1.310303705,1.171872422,0.908993837,0.936203952,0.995969112,1.203086813,1.591998259,1.29170107,0.998977376,1.285057481,0.999211919,0.790525559,0.797341255,0.773557007,0.973168597,1.28160736
Q9Y657,Spindlin-1,SPIN1,6,34,1.145058295,0.924626737,0.634985232,0.884690641,0.609086895,0.659411702,0.882251494,0.745339316,1.559901347,1.186567373,0.892660654,0.592462314,1.009463886,0.607601263,0.66284781,0.982620825,0.668475495,1.711848602,1.06477987,0.931087208,0.641420313,0.973778481,0.636901957,0.668526954,0.905732247,0.757580715,1.604651701
Q7L7X3;Q7L7X3-3;Q7L7X3-2;J3QS76,Serine/threonine-protein kinase TAO1,TAOK1,32,34,1.054704074,0.942745587,0.814935889,0.980823912,0.974579722,1.033221405,0.994729003,0.993507652,0.920693816,1.100440111,0.970526042,1.089175676,0.997567162,1.063713419,0.963478235,0.947886152,1.05483488,1.104378749,1.009695138,0.913826732,0.876055526,0.998971088,0.941447073,1.001876272,1.076421714,1.082367119,0.974048417
O60220,Mitochondrial import inner membrane translocase subunit Tim8 A,TIMM8A,3,34,0.491951511,0.72719355,0.787992903,0.750170738,0.699244813,0.681034969,0.873542501,0.536385293,0.661153889,0.710496191,0.79241934,0.861354618,0.766001618,0.84851488,0.959315989,0.818373209,1.102310544,0.805043422,1.230028438,0.642079516,0.89552526,0.799383946,0.524540678,0.898617073,0.786384737,0.526907356,0.547922416
J3KR25;Q96RU7;B0QYQ2;A0A087WTX3,Tribbles homolog 3,TRIB3,9,34,1.279549884,0.97943785,1.360709379,1.04846011,1.177124444,0.961655008,1.183297327,1.040307029,12.03785462,0.890169156,0.7570655,1.002040442,0.727047476,1.083730661,0.705291114,0.889480753,0.818655241,10.32647044,1.293552741,0.855757123,1.152979672,1.132553839,1.165631607,0.886997069,1.152133597,0.928225743,11.59849474
Q9C037-2;Q9C037;Q9C037-3;H7C0Q6,E3 ubiquitin-protein ligase TRIM4,TRIM4,18,34,0.992501082,1.002715739,0.940251789,1.123402245,1.017475679,1.103763865,1.025640182,0.881539647,1.085465219,0.804005119,0.87988493,0.849482223,0.814852608,0.871717769,0.820086754,0.77926767,0.811947631,0.917532648,1.02619317,0.984160397,0.940834307,1.01977727,1.0751449,1.026443422,1.130495183,0.878861,1.031501887
Q712K3,Ubiquitin-conjugating enzyme E2 R2,UBE2R2,7,34,1.142500304,1.016650086,0.913377962,0.90277592,0.85860621,0.857218118,0.934115661,0.939039176,1.192825892,1.093895728,1.039882588,0.905482689,1.090711621,0.915332724,1.108281203,1.035794347,1.128708135,1.371158547,1.196043086,1.000460283,1.08870701,1.025838735,0.931290217,0.970303622,0.898501555,0.99399534,1.379290938
Q96TA2-3;Q96TA2-2;Q96TA2;Q96I63;Q5T8D1;Q5T8D2;R4GNA5,ATP-dependent zinc metalloprotease YME1L1,YME1L1,22,34,1.051100599,1.030318829,1.1050743,1.130253108,0.868373724,1.07731992,1.036729241,1.071097704,1.992106802,0.959707122,0.933216813,0.997869431,0.878348662,0.713315424,0.875707536,0.920241119,0.90137949,1.310680214,0.965207308,0.958563626,0.959544882,0.951046529,0.775469187,0.959030496,1.069522376,0.999930285,1.993176223
