Majority protein IDs	Protein names	Gene names	Peptides	Sequence coverage Rep_1 [%]	Azaguanine_1	Raltitrexed_1	Topotecan_1	Floxuridine_1	Nutlin_1	Dasatinib_1	Gefitinib_1	Vincrisitine_1	Bortezomib_1	Azaguanine_2	Raltitrexed_2	Topotecan_2	Floxuridine_2	Nutlin_2	Dasatinib_2	Gefitinib_2	Vincrisitine_2	Bortezomib_2	Azaguanine_3	Raltitrexed_3	Topotecan_3	Floxuridine_3	Nutlin_3	Dasatinib_3	Gefitinib_3	Vincrisitine_3	Bortezomib_3
"Q9NR12;Q9NR12-2"	PDZ and LIM domain protein 7	PDLIM7	12	43.8	1.157421716	1.465894221	1.175606399	1.35244397	1.153113593	1.188602642	1.210192269	2.149570048	1.758722511	1.020958074	1.380026559	1.141192923	1.189088363	1.121454528	1.022227719	1.036475764	1.753564157	1.455065834	1.070192231	1.499259939	1.202952677	1.290643798	1.139566176	1.030499527	1.030956049	2.148103352	1.747665746
"E9PER6;O15530-3;O15530;Q6A1A2;O15530-4;O15530-5;O15530-2"	"3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2"	"PDPK1;PDPK2P"	10	22.9	1.197669609	1.275637326	1.224686941	1.37055595	1.078606855	1.21877154	1.070278271	1.207220941	1.244246227	1.148917697	1.23215358	1.105510826	1.162746807	1.086086043	1.082527332	1.103664522	1.125942669	1.101159825	1.101562089	1.194894883	1.183364338	1.252555772	1.011767744	1.112470349	0.973403271	1.081929214	1.176342466
"Q8NCN5;A8MT40;H3BQG3"	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	PDPR	16	18.3	1.018432613	1.090549073	1.173373577	0.906311291	1.07365963	1.176180946	1.140031299	0.889706362	0.709047991	0.983093647	1.139759558	1.224809244	0.953061677	1.163061318	1.174674959	1.152543194	0.980091419	0.841771313	0.989407564	1.121444902	1.160261963	0.881498517	1.084132719	1.102818311	1.147120965	0.905650989	0.779044632
Q9NUG6	p53 and DNA damage-regulated protein 1	PDRG1	3	24.8	1.242838978	1.084119844	0.979223816	1.103787018	0.997560786	1.136482725	1.196448019	1.269730156	1.312825118	1.147366787	0.920108926	0.941853149	1.029622042	1.025720558	1.041910251	1.099296942	1.09811916	1.220557534	1.168091293	0.913194196	0.937793595	1.055660237	1.026390953	1.096709226	1.136041128	1.134191001	1.167188249
Q29RF7	Sister chromatid cohesion protein PDS5 homolog A	PDS5A	44	32.6	0.924652513	0.83777824	0.825012705	0.758358783	0.698820451	0.790495829	0.878130576	0.822836606	0.936285727	0.868173272	0.866721972	0.80981617	0.808102701	0.672376546	0.803792803	0.882572217	0.819246789	0.964577729	0.878776639	0.835782224	0.802651817	0.778455472	0.683319304	0.78619887	0.915205187	0.79883239	0.977031795
"Q9NTI5;Q9NTI5-2"	Sister chromatid cohesion protein PDS5 homolog B	PDS5B	44	24.6	0.898250207	0.918336409	0.845313323	0.829278057	0.815912071	0.884314632	0.9137977	0.855673055	0.841955808	0.88289588	0.931149845	0.822595826	0.858892859	0.824315762	0.887623131	0.907702024	0.850233453	0.881076574	0.93950867	0.912022782	0.834204474	0.843621021	0.829537973	0.90274879	0.932588689	0.878861235	0.914507356
"Q5T2R2-3;Q5T2R2;H0YEE6;Q5T2R2-2"	Decaprenyl-diphosphate synthase subunit 1	PDSS1	2	4.5	0.987160712	0.844911984	1.120774777	1.340473071	0.730906051	0.847756304	0.750117774	0.982054491	0.542717434	1.145775116	1.182968227	1.067040548	0.931226425	1.01448197	1.177936303	1.064078412	1.22376873	1.081071299	1.045664314	1.043193638	1.002072303	0.854492225	0.832378254	0.979850201	0.916809009	1.063227284	0.856664078
Q86YH6	Decaprenyl-diphosphate synthase subunit 2	PDSS2	8	25.6	0.884587359	0.851727568	0.86824881	0.747165901	0.959352848	0.821245675	0.845642762	0.747485174	0.588955411	0.925547628	0.863872803	0.915932347	0.856343597	0.767219291	0.855242601	0.745972865	0.76717451	0.681388491	0.749459037	0.818825269	0.999737477	0.803960738	0.74073504	1.084880808	0.767340487	0.845305011	0.591183515
"Q6P996-4;Q6P996-5;Q6P996;H3BND4;Q6P996-3"	Pyridoxal-dependent decarboxylase domain-containing protein 1	PDXDC1	23	39.9	0.835476558	1.042627211	1.052534952	0.917836655	0.94574708	1.050843137	1.16367254	0.858973737	0.932211466	0.899385482	1.009707962	1.005072001	0.898972878	0.923380875	1.037194358	1.106075738	0.87989097	0.945805259	0.94549202	1.064397789	1.053471457	0.856784696	0.948547595	1.025923486	1.149849902	0.825722416	0.949518249
"O00764;F2Z2Y4;O00764-2;O00764-3"	Pyridoxal kinase	PDXK	10	40.4	0.906644913	0.97226144	1.018009442	0.96291434	1.11097683	0.866608287	1.027665793	0.943238084	0.973924277	0.97916795	1.108658418	1.077626325	1.087631407	1.296619313	1.001685593	1.219758682	1.060578497	0.906409649	1.054784479	0.971202841	1.196102588	1.28633017	1.304476514	1.12000662	1.177194768	1.274239912	1.032468713
Q96GD0	Pyridoxal phosphate phosphatase	PDXP	4	19.9	0.932877617	1.002035456	0.918473962	0.888797808	0.857954614	0.878992884	0.956365461	0.878117829	0.767025194	0.96345447	0.975389837	0.954596652	0.993354188	0.786487133	0.823637865	0.833756634	0.867938263	0.757697216	0.995551994	0.924873138	0.945713211	0.889317711	0.838260478	0.83395936	0.835472779	0.973568937	0.645845446
"Q5EBL8;Q5EBL8-2"	PDZ domain-containing protein 11	PDZD11	2	28.6	0.831835064	0.964062132	0.855957636	0.909918656	0.855248108	0.971795868	0.938362243	0.700717655	1.45494064	0.98158859	1.10005397	0.997025006	0.982903131	0.838763132	1.016578025	1.032734478	0.696781731	1.415323452	0.772072244	1.069904034	0.91849709	0.875402787	0.904815433	1.050066895	1.009317524	0.732779119	1.453349018
Q8NEN9	PDZ domain-containing protein 8	PDZD8	23	25.2	0.905203322	1.00553726	1.023539023	1.151728411	1.221725501	1.024789933	1.059506464	0.932194034	0.934998537	0.903344157	1.099270574	1.130265573	1.224530536	1.352857755	1.026186901	1.016638918	1.049573449	1.034063828	0.757376877	0.970733977	0.967453496	1.081496157	1.267728049	0.856489168	0.995376097	0.776041209	0.869921043
"Q5T2W1;Q5T2W1-2;A8MUH7;A8MUH7-2"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF3;Putative PDZ domain-containing protein 1P"	"PDZK1;PDZK1P1"	6	15.6	0.825987802	0.872405296	0.725359144	0.887689427	0.688151946	0.896514101	1.010316694	1.028095393	1.06914263	0.739704339	0.840320931	0.707169633	0.855822987	0.640018362	0.830088426	0.875393525	0.889608169	1.013853051	0.87172215	0.89186321	0.855211315	0.670725568	0.867597297	0.725331139	0.940489474	0.73195452	0.877471138
"Q15121;Q15121-2;B1AKZ5"	Astrocytic phosphoprotein PEA-15	PEA15	6	35.4	1.148774496	1.222159752	0.956396921	1.064154272	0.895056896	0.990579408	0.949982221	1.202806936	1.052252382	1.760803476	1.262790572	1.272202316	1.013011889	1.031087479	1.186342709	1.622042148	1.963253567	1.550444412	1.429366607	1.196845267	0.932235413	1.238719037	0.915451477	1.359664488	0.963289738	1.268302357	1.43116617
"Q9H792;H0YN99"	Pseudopodium-enriched atypical kinase 1	PEAK1	13	7.1	0.938754171	0.92187971	0.83394611	0.759403315	0.786366663	0.814353336	0.887501234	0.872012848	1.238078179	0.977382009	0.985271403	0.882207331	0.910749378	0.890330315	0.934982859	0.932835499	0.954507228	1.231067839	1.175791767	1.068065646	0.790995669	0.723368308	0.777384812	0.752131028	0.968432041	0.787319025	1.307739656
P30086	"Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide"	PEBP1	13	79.7	1.110545501	1.136959917	1.183232053	1.236012812	1.123709099	1.293152059	1.15034074	1.167741219	0.82348488	1.160071864	1.1666489	1.114685872	1.095807501	1.17400763	1.244677587	1.235757944	1.173986803	0.838718127	1.038918538	1.078837903	1.132547566	1.175041617	1.090148387	1.253208221	1.143330155	1.209443061	0.808073114
"Q9BY49;B4DJS2"	Peroxisomal trans-2-enoyl-CoA reductase	PECR	10	31	1.127160711	1.018248202	1.064244099	1.063474624	1.052236268	1.189622993	1.035686404	0.947028898	0.685441962	1.015765226	0.946080728	1.086456404	1.137944003	0.965114233	1.145396343	0.870589951	0.914509884	0.643359152	1.082734139	1.015225901	1.023346386	1.040893482	0.99387881	1.110102375	1.066027562	0.992672562	0.718540112
Q9UBV8	Peflin	PEF1	2	7	1.084207513	0.945004021	1.015518746	1.100652037	0.983049777	0.974806819	1.044378373	1.021685583	1.055354645	1.055509385	1.118732573	1.142515987	1.12526071	1.032245345	1.313477537	0.962961584	1.075699673	1.063560775	1.080621611	0.97011204	1.175155311	1.11738143	1.164625093	1.13286677	0.97190464	1.106465374	1.100994674
"A0A087WUL4;A0A087WX23;A0A087WXK2;Q86TG7"	Retrotransposon-derived protein PEG10	PEG10	14	17.1	0.88319765	0.660779439	0.879425293	0.63527762	0.469768871	1.374831303	1.099994526	0.571385834	1.177833676	0.878564219	0.723415215	0.844412096	0.640988002	0.51210504	1.033154429	0.953606879	0.598251727	1.011191503	0.921395464	0.828130605	0.937946486	0.622926917	0.646208518	1.014170592	0.988251047	0.574289708	0.987232339
Q9BRX2	Protein pelota homolog	PELO	11	21.6	1.108000587	0.993136449	0.988038546	1.03863876	0.976946497	0.977543829	0.973117708	1.167982876	1.788170633	1.18543223	1.070273753	1.043016581	1.040032602	1.109377879	1.032676482	1.055980687	1.219744517	1.812980191	1.058843859	0.93947825	1.034285155	1.046384794	1.035078262	1.04233505	0.955331411	1.241277627	1.827839501
"Q8IZL8;C9JFV4;E7EV54"	Proline-, glutamic acid- and leucine-rich protein 1	PELP1	20	27.7	1.060385212	1.100455164	1.152715576	1.043911387	1.154701418	1.049146729	1.053842151	1.159345888	1.255318239	1.051770925	1.121833088	1.18179468	1.107967532	1.070872513	1.01561752	1.013192232	0.995754015	1.130464615	1.041989742	1.125382559	1.218059963	1.086704188	1.076225296	1.056218534	1.025332162	0.9874346	1.204766711
"Q9UBM1-3;Q9UBM1-2;J3KTR2;J3QLU8;D3YTC7;Q9UBM1"	Phosphatidylethanolamine N-methyltransferase	PEMT	2	5.6	0.996143097	0.796879684	0.801082251	0.742073329	0.908997735	0.764929266	0.768165677	0.801017372	0.855554369	1.132007576	0.907103486	1.111789327	1.03795859	0.954978512	0.950836789	0.983069627	1.055819453	1.091406758	1.142689765	0.868252048	1.070237645	0.532246174	0.857300131	1.056855164	0.953240038	0.836084685	1.196423519
"Q96RR1;Q96RR1-3;Q96RR1-2"	Twinkle protein, mitochondrial	PEO1	5	8.8	1.162974904	1.153434365	1.120629083	0.976240584	0.936081628	0.907569282	0.997007237	1.054648608	1.302997062	1.014045034	0.899594074	0.980347529	0.967557988	0.717116124	0.835833609	0.766563708	0.801700784	1.079433299	1.179510491	1.04387011	1.126429334	0.895260172	0.734041374	0.882412772	0.907672365	0.824435407	1.106128836
"P12955-3;P12955;P12955-2"	Xaa-Pro dipeptidase	PEPD	14	35.9	0.997700878	1.008812671	1.11202491	0.935603833	1.403969544	1.231083816	1.365305703	1.038354376	0.976143053	0.953804755	1.010919358	1.100663993	0.915671658	1.390202879	1.206927264	1.314359447	0.997886719	0.945273638	1.026606667	1.010465562	1.102117942	0.858587673	1.428328939	1.169417692	1.377201838	0.93771729	0.94885519
"B5MCF9;O00541;B3KXD6"	Pescadillo homolog	PES1	21	37.5	1.205608059	0.990058718	1.115537935	0.884860448	1.105241118	0.996669944	0.940315927	0.848500017	1.151710338	1.292183466	1.010933361	1.131739058	0.878789104	1.127192759	1.003001169	0.959431036	0.855180607	1.098382961	1.209826708	0.974878662	1.109135958	0.865393433	1.107634557	0.946051033	0.912391192	0.810310488	1.125215833
"D6REA0;O75879;D6RDU9"	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	"PET112;GATB"	6	8.5	0.878604217	0.848002654	0.991071307	0.753982409	0.959212675	0.928435833	0.983222417	0.761756452	0.758684069	0.890081309	0.87353345	1.038819166	0.889523532	0.851323414	0.988784658	0.8860505	0.753337062	0.777908717	0.851112941	0.895446841	1.032383991	0.899650015	0.96354248	0.977413938	0.992164153	0.778238007	0.789723027
"A0A0C4DG33;O43933;O43933-2"	Peroxisome biogenesis factor 1	PEX1	14	8.8	0.957858411	1.067534343	1.13625068	1.001071758	1.167390923	0.876523996	1.077125503	0.98476422	0.913090081	0.934875948	1.081431141	1.136006581	1.087380989	1.157640527	1.023267969	0.973820261	0.955355536	0.868281385	0.909816785	1.05847463	1.262814148	1.135143373	1.239937146	1.000582332	1.040543789	0.803977283	0.684795345
"O96011-2;O96011"	Peroxisomal membrane protein 11B	PEX11B	8	41.6	0.989502194	1.219164067	1.294468716	1.303550561	1.241868421	1.202451438	0.985889859	0.988515189	0.68065488	1.039358581	1.227956284	1.258474193	1.328007275	1.245555739	1.149208366	0.970324846	1.068865523	0.771066027	0.945147308	1.286557708	1.22398915	1.052844781	1.138107725	1.01466558	1.012937201	0.814269467	0.734325115
Q92968	Peroxisomal membrane protein PEX13	PEX13	8	13.2	0.75011225	0.840505213	0.873790208	0.712142854	0.827853813	0.755548978	0.82637713	0.728593502	0.602585483	0.671836441	0.688517412	0.895046677	0.922758828	0.645481475	0.589269806	0.605786089	0.702364747	0.66737648	0.83500948	1.013959021	1.010093152	0.906124071	0.895321882	0.811053559	0.984355655	0.901752192	0.88312233
"O75381-2;O75381"	Peroxisomal membrane protein PEX14	PEX14	9	46.4	1.070985484	1.058251267	1.136048097	1.047282822	0.923665518	0.989609336	0.999954923	0.998283806	0.849991441	1.009872657	0.919629579	1.023843493	1.024662052	0.859262637	0.888301496	0.871101402	0.955948466	0.777912115	1.160411165	0.947066087	1.002593671	0.939264884	0.874424005	0.838012235	0.936022825	0.944889285	0.808942513
"Q9Y5Y5;Q9Y5Y5-2;E9PMS3;E9PQW0;E9PMM3"	Peroxisomal membrane protein PEX16	PEX16	3	10.7	1.140980606	1.009874322	1.141046826	1.250178543	1.101225441	1.044643057	1.035022415	1.364013249	1.026798989	0.930443406	1.183957313	1.198163975	1.152095559	1.04543143	0.91366581	0.875062398	1.068049526	0.88053956	0.935028672	0.75537166	0.996845402	0.810469194	0.836321205	0.647715157	0.695936694	0.995843485	1.039768084
"Q5QNY5;P40855;P40855-5;H0YJ60"	Peroxisomal biogenesis factor 19	PEX19	9	52.8	1.012900141	1.096754816	1.203446672	1.170567395	1.04345558	0.988050085	0.978130655	0.985919905	1.129521624	1.318361481	1.076296858	1.415956056	1.201009905	1.121191734	1.220358638	1.247852345	1.177819925	1.306862367	1.142355343	0.970925692	1.155600618	0.914761524	0.937746687	0.879673512	0.85249589	0.644898807	1.03081671
P56589	Peroxisomal biogenesis factor 3	PEX3	3	12.3	1.027150928	1.150565834	1.079880955	1.029110095	1.101881809	0.979172617	0.985795926	0.964556247	1.001568043	0.953330491	1.54422925	1.097155111	0.888111088	1.172012193	1.11183802	1.008329954	0.922407652	0.976197291	0.966898214	1.227802646	1.2203066	1.189364618	1.100689712	1.257655563	1.072847961	0.968566469	1.148181932
"B4E0T2;P50542;P50542-4;P50542-3"	Peroxisomal targeting signal 1 receptor	PEX5	11	25.6	1.027619693	0.887023996	1.062966448	0.877760338	0.873199307	0.954221711	1.038258399	0.902019449	0.973835594	0.945675604	0.783056909	0.988464143	0.958323806	0.712493453	0.81263867	0.811139991	0.874988129	0.94104041	0.981491983	0.897230746	1.074543661	0.798084582	0.888313755	1.01865069	0.994092189	0.846155312	1.012896912
"Q13608-3;Q13608;Q13608-2"	Peroxisome assembly factor 2	PEX6	9	15.2	1.074635049	1.021518891	1.099158202	1.017130363	0.976422629	0.959062669	0.977333682	0.975281683	1.152769096	1.086873351	1.191402375	1.245505732	1.289775012	1.078863465	1.132280026	1.011707229	1.187868895	1.40359555	0.943833426	1.092808553	1.188647502	0.989935016	1.093790421	1.012240953	1.094049897	0.983261781	1.189302696
O15067	Phosphoribosylformylglycinamidine synthase	PFAS	38	32.7	0.93040913	0.895526188	0.890280372	0.815521398	0.810245978	0.889391499	0.924042016	0.962952131	0.801635836	0.936214637	0.90813328	0.904447351	0.90064096	0.817261802	0.89976409	0.886781591	0.98776756	0.777696691	0.928250912	0.947161288	0.925308288	0.848143537	0.862747321	0.914451299	0.918461544	0.971865785	0.815139584
"O60925;E5RGS4"	Prefoldin subunit 1	PFDN1	7	62.3	1.149366188	1.097104623	1.153106201	1.045209249	1.113617577	1.121785509	1.161757772	1.23569326	1.173376221	0.961743971	0.841461144	0.859048367	0.994646968	0.852072023	0.83239967	0.857183836	1.000934486	0.943612219	0.903956635	0.936264098	0.941264444	0.950061803	0.8884687	0.916531899	1.001281829	1.055445487	1.005011184
Q9UHV9	Prefoldin subunit 2	PFDN2	9	59.7	1.01457418	0.887624451	0.861166365	0.96248921	0.931969393	0.902726207	0.923979228	0.95709992	0.932062402	1.042798816	0.891565106	0.870411787	0.945211087	0.855474816	0.879031455	0.902599706	0.971079954	0.911483727	1.151109945	0.943310106	0.962805622	1.094468144	0.98831036	0.992779728	0.951693336	1.163824947	1.015587559
"Q9NQP4;E9PQY2"	Prefoldin subunit 4	PFDN4	3	29.1	0.919871984	0.809914483	0.784882318	0.952958757	0.781511484	0.763140715	0.816894152	0.905135623	0.848082574	1.024063414	0.737061221	0.875215838	0.857576245	0.787570127	0.880474236	0.972916412	1.023978161	0.906226388	1.078322966	0.860556597	0.861576167	0.983377632	0.826835068	0.946558951	0.820070372	0.884482044	0.863707859
"Q99471;H3BPF6;Q99471-3;H3BMQ1"	Prefoldin subunit 5	PFDN5	6	48.7	1.1791886	1.057510878	1.124769594	1.151298273	1.069034804	1.149570612	1.124605698	1.347677938	1.35002473	1.12961833	1.020158734	0.870130759	1.052961007	1.041205107	1.046735713	1.133807721	1.156317737	1.127597829	1.019620625	0.940625569	0.953901186	1.033537703	0.975812342	0.987642286	1.063066812	1.158492714	1.177797906
"O15212;A2AB88"	Prefoldin subunit 6	PFDN6	8	56.6	1.25124029	0.958310025	1.070392471	1.068755888	1.052683244	1.034573998	1.098503935	1.15927335	1.264355438	1.221751387	1.177583036	0.9576968	1.032175414	1.176916459	1.156559054	1.203443971	1.062073427	1.046972652	1.107868105	0.862358309	0.999155475	1.128550204	0.950689156	0.9818093	0.996800073	1.224387904	1.178753476
"O60825;O60825-2"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase"	PFKFB2	18	34.7	0.963952699	1.102805858	1.215758718	1.064986866	1.332517436	1.409217312	1.472954299	1.0397101	1.066782196	1.020939298	1.209170422	1.372379552	1.114314845	1.488963595	1.56683114	1.727638935	1.057069376	1.210008343	1.001031184	1.18118533	1.324123928	1.0920145	1.457248506	1.547508519	1.643221113	0.941494372	1.167400481
"F2Z2I2;Q5W015;Q5VX20;Q16875-3;Q16875-2;Q16875;Q16875-4"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase"	PFKFB3	17	35.4	0.974030401	0.960283433	1.022380175	1.124437759	1.153785686	0.69406552	1.00220379	1.028135158	2.337547525	0.953485122	0.941083058	0.999964011	1.160924195	1.117240149	0.737406618	0.994025785	1.045548253	2.11353261	1.023586436	0.963391545	0.971232477	1.008488258	1.037751954	0.747418442	0.97395195	0.979892087	1.840902457
"P17858;P17858-2"	ATP-dependent 6-phosphofructokinase, liver type	PFKL	18	23.3	0.891840326	1.076409696	1.096711586	0.935930988	1.204435082	1.018417254	1.022226507	0.962873391	0.877010971	1.170639855	1.023679745	1.086499349	0.937545194	1.193952041	0.983375356	1.019014526	0.956396444	0.818175388	0.925867191	1.008356595	1.048087637	0.915067806	1.155518474	1.032066216	1.043823702	0.941903637	0.823478656
"P08237-2;P08237;P08237-3"	ATP-dependent 6-phosphofructokinase, muscle type	PFKM	20	27.1	0.995699351	0.962728095	1.181763636	1.00467868	1.00628059	1.081423358	1.06923431	0.962315868	0.961319034	0.927710149	1.003880724	1.156767497	1.086774729	1.048216159	1.095038051	1.067409684	1.062308818	1.122063516	0.908886519	1.000843516	1.138020776	1.044482728	1.061938782	1.085449101	1.108246747	0.990185251	0.99426825
"Q01813;Q01813-2"	ATP-dependent 6-phosphofructokinase, platelet type	PFKP	31	43.4	0.994308117	1.166650649	1.045304227	1.109101412	1.402351107	1.064779536	1.058976032	1.463880998	0.969765187	0.952703927	1.115489218	1.040414978	1.1266442	1.372812452	1.012178022	1.040280234	1.428251314	0.944226709	0.968639693	1.136653868	1.008546469	1.093724621	1.373854267	1.030740231	1.018306568	1.408548166	0.911352618
"P07737;K7EJ44"	Profilin-1	PFN1	13	89.3	1.435104656	0.981223181	1.034920298	1.035288492	0.937345932	1.009240864	0.997424562	1.102115166	0.915101862	1.292779223	0.954762447	0.970179489	1.041853934	0.91005562	0.982151079	0.987752395	1.09987759	0.847300209	1.223983263	0.97435608	0.947185078	1.005453224	0.921375366	0.932748627	0.979284132	1.047512141	0.836522741
"C9J0J7;G5E9Q6;P35080-2;C9JQ45"	"Profilin;Profilin-2"	PFN2	5	57.1	1.141320875	1.004572719	0.994967493	1.096200962	0.970174438	1.140839032	1.030618702	1.02224921	0.669536558	1.406827216	1.031351459	1.041487327	1.072609363	1.089399547	1.14557158	1.069413426	1.022092786	0.726071556	1.124562736	0.992070519	1.049473913	0.981788264	1.007918124	1.136652816	1.038737375	0.998729125	0.715310536
P18669	Phosphoglycerate mutase 1	PGAM1	15	55.1	1.035648607	1.039490263	1.02104665	1.126366133	0.981356642	1.0299653	0.981514919	1.114401821	0.820308145	1.043321292	1.048292232	0.997929423	1.021661857	0.975864281	0.973531713	0.965417363	1.047549648	0.819241187	1.009148641	1.04156925	1.042084948	1.112405049	0.988966239	0.987487946	0.96728485	1.126297198	0.802087287
"Q96HS1;Q96HS1-2"	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	17	56.7	1.173820109	1.025380664	1.096140296	0.980936922	0.926388365	0.952838938	0.921821704	1.002507149	0.853686917	1.105900393	1.027022053	1.033093046	0.979478335	0.929503453	0.989930954	0.924903849	1.016335261	0.83462138	1.161992399	1.077340065	1.105581707	1.061656265	1.025341671	1.078843808	0.993534404	1.087145591	0.892739373
"P52209-2;P52209"	6-phosphogluconate dehydrogenase, decarboxylating	PGD	33	66.8	1.025519764	0.84468491	0.910257827	0.924136712	1.057545342	1.163790428	1.140628253	0.861565679	0.652053942	1.101888542	0.976459553	1.00758671	0.944144747	1.264617511	1.337326318	1.313996454	0.943568913	0.715927959	1.000970207	0.878898899	0.943032573	0.969242743	1.10590162	1.196055108	1.175399235	0.926756111	0.701520212
"P53609;P53609-2"	Geranylgeranyl transferase type-1 subunit beta	PGGT1B	9	21.8	1.123877535	1.036485375	1.144460135	1.105566148	1.088348066	1.070200858	1.017674326	0.968223351	0.965180351	1.184677315	1.001020049	1.068837422	1.035502626	0.914061801	0.965566638	0.876357162	0.919229729	0.940512012	1.153159463	1.205195425	1.210450248	1.134276979	1.13993201	1.05471305	1.02406721	1.046351766	1.165236346
"P00558;P00558-2"	Phosphoglycerate kinase 1	PGK1	30	74.6	1.019090344	0.951949581	0.937016508	0.973909314	0.966403365	0.97961751	1.014844186	1.002491933	0.903346411	1.066014798	0.960675983	0.997560339	1.019050375	0.995525894	1.034171882	1.015541275	1.040665042	0.943901195	1.05551439	0.988090695	0.960692528	1.001787748	1.009859327	0.992918275	1.04097713	1.023841268	0.913642733
"O95336;M0R1L2;M0R261"	6-phosphogluconolactonase	PGLS	10	41.5	1.069228957	1.067145527	1.188408528	1.070567214	1.13596089	1.074101354	1.09008733	1.086297176	0.823399751	0.96521451	0.959970126	1.108251594	1.057117922	0.999284406	0.972698094	0.9116617	0.992972968	0.821030608	1.069467361	1.070802518	1.146818225	1.003630478	1.117105099	0.980636815	1.037616087	0.999710191	0.915685799
"P36871;P36871-2;P36871-3"	Phosphoglucomutase-1	PGM1	24	44	0.863083212	0.94253524	0.904991416	0.976697442	0.906478002	1.027757472	1.033763142	0.886006902	0.66722585	0.852494002	1.048606516	0.903781619	0.918832228	0.956275178	1.0878396	1.066305634	0.892831475	0.663539518	0.82119886	0.965968389	0.880309796	0.967950054	0.902211456	1.001988993	1.024978259	0.926498729	0.681481743
Q96G03	Phosphoglucomutase-2	PGM2	22	30.6	0.99307416	1.012298614	1.000802285	1.016892522	1.053686274	0.96757176	0.963316608	1.030472989	0.750315339	1.067620858	1.077999035	1.021705707	1.002620683	1.109145758	1.00665021	1.025083504	1.057378249	0.743902899	1.211303427	0.996554156	1.0745577	1.021829436	1.085228206	0.949228261	0.990944865	1.021457119	0.753803538
Q6PCE3	Glucose 1,6-bisphosphate synthase	PGM2L1	20	26.8	0.888083017	1.119500045	1.068670844	1.197172283	0.932639421	1.061268146	1.07931405	1.512110909	1.077065054	1.038031011	1.262783015	1.187485475	1.190371177	1.039484526	1.051456783	1.109671989	1.596971333	1.192113438	0.94144068	1.103250885	1.112167557	1.254526234	0.9236875	1.00743676	1.121903964	1.575565089	1.122918079
"O95394;O95394-3;O95394-4;A0A087WT27;J3KN95"	Phosphoacetylglucosamine mutase	PGM3	17	26	0.881455149	1.047834197	0.952655719	0.917537937	0.947735915	1.089691944	1.055832822	1.027560704	0.874964853	0.837560957	1.030976798	0.978564363	0.922889475	0.94446931	1.024077742	1.035546216	1.010633013	0.809126705	0.827794137	1.036780992	0.98815082	0.925193679	0.971931443	1.099020222	1.049343413	1.049172679	0.870402657
A6NDG6	Phosphoglycolate phosphatase	PGP	8	25.5	0.946990987	1.029106219	0.925413678	0.949902159	0.926453071	1.101070892	1.099809478	1.013700601	0.869859687	0.976188222	1.090565828	0.944148346	0.895265139	0.920196731	1.15196548	1.154399305	0.982343186	0.802457693	0.961891606	0.958958194	0.896001445	0.926381743	0.888388156	1.045057372	1.052419838	0.978752549	0.854645783
"O00264;O00264-2"	Membrane-associated progesterone receptor component 1	PGRMC1	12	43.1	0.992061076	1.098904069	0.924530346	0.981998201	0.86737338	1.129096652	1.058588866	0.918429325	0.808299618	1.099161663	1.136229411	1.006002971	1.01344787	0.94925314	1.235389439	1.177120144	0.993323776	0.928897999	1.006184766	1.152141283	0.956551839	0.97013805	0.883023754	1.206470431	1.090257507	0.914408742	0.82732562
"O15173;O15173-2"	Membrane-associated progesterone receptor component 2	PGRMC2	9	39	0.967329259	1.042517651	0.906070171	1.11151585	1.037111354	1.44379354	1.198173342	1.050924483	0.750245137	1.122623471	1.298983384	1.019039271	1.031524278	1.138283093	1.502787957	1.471665475	1.104871475	0.797395054	0.935915593	1.139210625	0.973595721	1.13224637	1.034998526	1.420659964	1.255335883	1.130318623	0.738522672
"J3KP75;O75167-5;O75167-2;O75167;O75167-4"	"Phosphatase and actin regulator;Phosphatase and actin regulator 2"	PHACTR2	8	12.4	0.93504827	0.860490479	0.903414329	0.86735077	0.895465046	0.825689022	0.913990098	0.729107737	0.792770124	1.023265705	0.845052104	0.870671091	0.950170205	0.843338853	0.80410061	0.816769689	0.791528821	0.892033031	0.88979242	0.768300673	0.762316007	0.931883193	0.772773552	0.846311202	0.803209115	0.729918992	0.964967842
"Q8IZ21-3;Q8IZ21;Q8IZ21-2"	Phosphatase and actin regulator 4	PHACTR4	18	24.8	0.974631517	0.936228636	0.946477973	0.932531745	0.951969664	0.82896073	0.956822513	0.938805145	0.923763582	0.941276573	0.805752494	0.903387337	0.975285207	0.824141352	0.875966547	0.844733848	0.904667491	0.960836751	1.129694733	0.958787417	0.970165833	1.029474551	0.979346549	1.035130243	1.069170059	0.970400309	1.03704451
